depth,wavelength,luz
2.52902,510,0.001035011
2.52902,683,7.827472e-6
2.534109,443,9.317836e-4
2.534109,510,0.001040085
2.534109,683,9.113343e-6
2.538502,443,9.268252e-4
2.538502,510,0.001040983
2.538502,683,1.337336e-5
2.543151,443,9.233562e-4
2.543151,510,0.001037634
2.543151,683,8.610907e-6
2.546879,443,9.282056e-4
2.546879,510,0.001039615
2.546879,683,8.232075e-6
2.553077,443,9.169629e-4
2.553077,510,0.001035644
2.553077,683,1.089592e-5
2.559569,443,9.220667e-4
2.559569,510,0.00103597
2.559569,683,1.05652e-5
2.566912,443,9.228476e-4
2.566912,510,0.00103643
2.566912,683,7.318068e-6
2.576077,443,9.365605e-4
2.576077,510,0.001035695
2.576077,683,9.699296e-6
2.586879,443,9.271703e-4
2.586879,510,0.001038921
2.586879,683,6.849039e-6
2.597517,443,9.198145e-4
2.597517,510,0.001033684
2.597517,683,1.163555e-5
2.609083,443,9.219032e-4
2.609083,510,0.001035092
2.609083,683,1.08418e-5
2.617628,443,9.2401e-4
2.617628,510,0.001035276
2.617628,683,8.298221e-6
2.625448,443,9.196328e-4
2.625448,510,0.001026333
2.625448,683,8.382405e-6
2.634884,443,9.034136e-4
2.634884,510,0.001029294
2.634884,683,1.393259e-5
2.643948,443,9.163998e-4
2.643948,510,0.001033939
2.643948,683,9.146082e-6
2.65355,443,9.162728e-4
2.65355,510,0.001029855
2.65355,683,9.536939e-6
2.665872,443,9.225208e-4
2.665872,510,0.00102617
2.665872,683,7.666835e-6
2.675704,443,9.129308e-4
2.675704,510,0.001032999
2.675704,683,9.04987e-6
2.684463,443,9.134031e-4
2.684463,510,0.001030141
2.684463,683,7.294014e-6
2.69252,443,9.061561e-4
2.69252,510,0.001026527
2.69252,683,1.028859e-5
2.702009,443,9.176168e-4
2.702009,510,0.001026833
2.702009,683,6.470207e-6
2.71094,443,9.15964e-4
2.71094,510,0.001021627
2.71094,683,8.731171e-6
2.722831,443,9.197418e-4
2.722831,510,0.001023852
2.722831,683,9.68727e-6
2.735545,443,9.025235e-4
2.735545,510,0.001022862
2.735545,683,7.378199e-6
2.749085,443,9.046849e-4
2.749085,510,0.001022505
2.749085,683,9.663217e-6
2.760572,443,9.092801e-4
2.760572,510,0.001021474
2.760572,683,6.163533e-6
2.770944,443,9.078634e-4
2.770944,510,0.001016696
2.770944,683,9.633151e-6
2.781404,443,9.165633e-4
2.781404,510,0.001015991
2.781404,683,8.484629e-6
2.794158,443,8.962937e-4
2.794158,510,0.001024679
2.794158,683,9.951851e-6
2.807759,443,9.021785e-4
2.807759,510,0.001012122
2.807759,683,7.787098e-6
2.822915,443,8.991272e-4
2.822915,510,0.0010195339999999999
2.822915,683,8.95366e-6
2.838539,443,9.042672e-4
2.838539,510,0.001013756
2.838539,683,1.007212e-5
2.856906,443,8.988002e-4
2.856906,510,0.001010336
2.856906,683,1.159947e-5
2.874576,443,8.981282e-4
2.874576,510,0.001015022
2.874576,683,1.135894e-5
2.891893,443,9.022692e-4
2.891893,510,0.001012102
2.891893,683,1.199634e-5
2.90658,443,9.035043e-4
2.90658,510,0.001010336
2.90658,683,1.083579e-5
2.921245,443,9.020877e-4
2.921245,510,0.001005313
2.921245,683,1.107031e-5
2.93833,443,8.982553e-4
2.93833,510,0.001006252
2.93833,683,8.31626e-6
2.954183,443,8.91299e-4
2.954183,510,0.001008998
2.954183,683,7.450358e-6
2.971458,443,9.000534e-4
2.971458,510,0.001003057
2.971458,683,9.332491e-6
2.986992,443,8.900821e-4
2.986992,510,0.001002087
2.986992,683,7.113619e-6
3.005929,443,8.899004e-4
3.005929,510,9.991059e-4
3.005929,683,5.093183e-6
3.023012,443,8.809825e-4
3.023012,510,0.001001331
3.023012,683,9.981917e-6
3.040447,443,8.863042e-4
3.040447,510,0.001004894
3.040447,683,6.566417e-6
3.055933,443,8.787122e-4
3.055933,510,0.001001669
3.055933,683,1.173176e-5
3.071234,443,8.766598e-4
3.071234,510,0.001004435
3.071234,683,8.797317e-6
3.087842,443,8.799655e-4
3.087842,510,0.001001893
3.087842,683,6.776881e-6
3.104345,443,8.762057e-4
3.104345,510,9.941035e-4
3.104345,683,7.726966e-6
3.119293,443,8.819089e-4
3.119293,510,9.949917e-4
3.119293,683,1.150326e-5
3.134423,443,8.681961e-4
3.134423,510,9.894585e-4
3.134423,683,9.302425e-6
3.148422,443,8.793116e-4
3.148422,510,9.939299e-4
3.148422,683,1.027055e-5
3.166139,443,8.705754e-4
3.166139,510,9.893156e-4
3.166139,683,1.100416e-5
3.184357,443,8.767144e-4
3.184357,510,9.890093e-4
3.184357,683,8.111811e-6
3.202096,443,8.681779e-4
3.202096,510,9.902139e-4
3.202096,683,9.861654e-6
3.223886,443,8.643818e-4
3.223886,510,9.885499e-4
3.223886,683,1.16596e-5
3.245625,443,8.594052e-4
3.245625,510,9.902139e-4
3.245625,683,6.500272e-6
3.265078,443,8.64291e-4
3.265078,510,9.854668e-4
3.265078,683,1.11124e-5
3.283141,443,8.709931e-4
3.283141,510,9.870798e-4
3.283141,683,7.985534e-6
3.301375,443,8.67415e-4
3.301375,510,9.842417e-4
3.301375,683,6.301837e-6
3.322927,443,8.545013e-4
3.322927,510,9.77412e-4
3.322927,683,5.183381e-6
3.344366,443,8.627836e-4
3.344366,510,9.79127e-4
3.344366,683,6.987343e-6
3.368319,443,8.75552e-4
3.368319,510,9.842928e-4
3.368319,683,1.046297e-5
3.392166,443,8.585697e-4
3.392166,510,9.774426e-4
3.392166,683,9.25432e-6
3.41775,443,8.554094e-4
3.41775,510,9.757276e-4
3.41775,683,7.336108e-6
3.444881,443,8.46873e-4
3.444881,510,9.82057e-4
3.444881,683,4.810563e-6
3.467199,443,8.477993e-4
3.467199,510,9.765544e-4
3.467199,683,6.283797e-6
3.489506,443,8.442758e-4
3.489506,510,9.752068e-4
3.489506,683,9.242292e-6
3.511507,443,8.372286e-4
3.511507,510,9.718584e-4
3.511507,683,5.850847e-6
3.53565,443,8.416058e-4
3.53565,510,9.672644e-4
3.53565,683,7.726966e-6
3.559618,443,8.518859e-4
3.559618,510,9.672439e-4
3.559618,683,7.462385e-6
3.58624,443,8.473997e-4
3.58624,510,9.69888e-4
3.58624,683,6.674656e-6
3.612537,443,8.377734e-4
3.612537,510,9.659882e-4
3.612537,683,4.972919e-6
3.639557,443,8.375919e-4
3.639557,510,9.657228e-4
3.639557,683,6.067322e-6
3.664437,443,8.250413e-4
3.664437,510,9.635482e-4
3.664437,683,8.538748e-6
3.687729,443,8.347221e-4
3.687729,510,9.671419e-4
3.687729,683,9.055883e-6
3.71115,443,8.386091e-4
3.71115,510,9.638239e-4
3.71115,683,7.925402e-6
3.736504,443,8.242786e-4
3.736504,510,9.562261e-4
3.736504,683,9.110003e-6
3.761367,443,8.353397e-4
3.761367,510,9.574798e-4
3.761367,683,7.907362e-6
3.786705,443,8.296002e-4
3.786705,510,9.549739e-4
3.786705,683,8.376393e-6
3.810509,443,8.298728e-4
3.810509,510,9.546664e-4
3.810509,683,8.298221e-6
3.833791,443,8.305628e-4
3.833791,510,9.517468e-4
3.833791,683,1.018035e-5
3.860231,443,8.268941e-4
3.860231,510,9.500521e-4
3.860231,683,6.782893e-6
3.884621,443,8.27003e-4
3.884621,510,9.551565e-4
3.884621,683,8.009587e-6
3.907301,443,8.250414e-4
3.907301,510,9.50879e-4
3.907301,683,4.582061e-6
3.928549,443,8.197379e-4
3.928549,510,9.432427e-4
3.928549,683,1.013826e-5
3.947273,443,8.228801e-4
3.947273,510,9.524614e-4
3.947273,683,7.775072e-6
3.96499,443,8.145978e-4
3.96499,510,9.437838e-4
3.96499,683,9.182161e-6
3.986653,443,8.147431e-4
3.986653,510,9.473059e-4
3.986653,683,1.002401e-5
4.007513,443,8.175584e-4
4.007513,510,9.528391e-4
4.007513,683,1.135894e-5
4.027796,443,8.034641e-4
4.027796,510,9.463565e-4
4.027796,683,9.885706e-6
4.047771,443,8.040273e-4
4.047771,510,9.385262e-4
4.047771,683,6.169546e-6
4.069086,443,8.044085e-4
4.069086,510,9.368622e-4
4.069086,683,2.303057e-6
4.090369,443,8.083297e-4
4.090369,510,9.357799e-4
4.090369,683,9.21824e-6
4.110775,443,8.073691e-4
4.110775,510,9.373929e-4
4.110775,683,7.552583e-6
4.132976,443,7.936017e-4
4.132976,510,9.324927e-4
4.132976,683,6.764853e-6
4.15448,443,8.041828e-4
4.15448,510,9.303182e-4
4.15448,683,7.444346e-6
4.17483,443,7.999506e-4
4.17483,510,9.312983e-4
4.17483,683,6.271771e-6
4.196549,443,8.014117e-4
4.196549,510,9.296036e-4
4.196549,683,9.176148e-6
4.218575,443,8.066063e-4
4.218575,510,9.311145e-4
4.218575,683,6.115427e-6
4.241287,443,7.883708e-4
4.241287,510,9.298894e-4
4.241287,683,8.532735e-6
4.26465,443,7.985783e-4
4.26465,510,9.29675e-4
4.26465,683,9.35053e-6
4.286845,443,7.996319e-4
4.286845,510,9.27327e-4
4.286845,683,8.304233e-6
4.308007,443,7.972706e-4
4.308007,510,9.250096e-4
4.308007,683,1.007212e-5
4.329058,443,7.868996e-4
4.329058,510,9.25571e-4
4.329058,683,5.195407e-6
4.350082,443,7.987781e-4
4.350082,510,9.201093e-4
4.350082,683,8.135863e-6
4.368843,443,7.794711e-4
4.368843,510,9.204769e-4
4.368843,683,7.871284e-6
4.38966,443,7.818505e-4
4.38966,510,9.230393e-4
4.38966,683,4.521929e-6
4.409784,443,7.877715e-4
4.409784,510,9.231822e-4
4.409784,683,5.965098e-6
4.431543,443,7.854285e-4
4.431543,510,9.180062e-4
4.431543,683,6.849039e-6
4.45218,443,7.793622e-4
4.45218,510,9.138103e-4
4.45218,683,7.618729e-6
4.47135,443,7.794893e-4
4.47135,510,9.124731e-4
4.47135,683,6.181573e-6
4.489541,443,7.816689e-4
4.489541,510,9.158624e-4
4.489541,683,5.748621e-6
4.507306,443,7.874446e-4
4.507306,510,9.156684e-4
4.507306,683,8.520709e-6
4.524591,443,7.743674e-4
4.524591,510,9.107477e-4
4.524591,683,7.167738e-6
4.5427670000000004,443,7.749123e-4
4.5427670000000004,510,9.133612e-4
4.5427670000000004,683,9.21824e-6
4.558844,443,7.726602e-4
4.558844,510,9.101658e-4
4.558844,683,9.609099e-6
4.575736,443,7.713161e-4
4.575736,510,9.130856e-4
4.575736,683,7.901349e-6
4.593778,443,7.75657e-4
4.593778,510,9.143311e-4
4.593778,683,8.761237e-6
4.61333,443,7.695543e-4
4.61333,510,9.084711e-4
4.61333,683,5.429922e-6
4.633669,443,7.735683e-4
4.633669,510,9.104618e-4
4.633669,683,7.402253e-6
4.65217,443,7.734956e-4
4.65217,510,9.117788e-4
4.65217,683,7.209831e-6
4.66822,443,7.765106e-4
4.66822,510,9.05776e-4
4.66822,683,4.533955e-6
4.685346,443,7.73096e-4
4.685346,510,8.980172e-4
4.685346,683,8.31626e-6
4.703101,443,7.689368e-4
4.703101,510,9.033157e-4
4.703101,683,8.725157e-6
4.719512,443,7.64941e-4
4.719512,510,9.023764e-4
4.719512,683,7.781085e-6
4.737561,443,7.524269e-4
4.737561,510,8.921674e-4
4.737561,683,7.973507e-6
4.753137,443,7.59474e-4
4.753137,510,9.030399e-4
4.753137,683,1.105227e-5
4.768404,443,7.593831e-4
4.768404,510,8.9913e-4
4.768404,683,7.594675e-6
4.784293,443,7.611087e-4
4.784293,510,8.991198e-4
4.784293,683,7.883308e-6
4.800159,443,7.512099e-4
4.800159,510,8.993852e-4
4.800159,683,9.825573e-6
4.818957,443,7.56568e-4
4.818957,510,8.940459e-4
4.818957,683,8.382406e-6
4.833191,443,7.641418e-4
4.833191,510,8.966594e-4
4.833191,683,8.646986e-6
4.847549,443,7.635606e-4
4.847549,510,8.967002e-4
4.847549,683,7.005382e-6
4.861251,443,7.605638e-4
4.861251,510,8.979969e-4
4.861251,683,6.343929e-6
4.876806,443,7.540252e-4
4.876806,510,8.92831e-4
4.876806,683,7.937428e-6
4.89317,443,7.5546e-4
4.89317,510,8.89993e-4
4.89317,683,7.288003e-6
4.91085,443,7.559868e-4
4.91085,510,8.896459e-4
4.91085,683,7.516504e-6
4.927583,443,7.488852e-4
4.927583,510,8.889007e-4
4.927583,683,8.95366e-6
4.943723,443,7.523178e-4
4.943723,510,8.87696e-4
4.943723,683,1.123868e-5
4.961041,443,7.452707e-4
4.961041,510,8.956181e-4
4.961041,683,8.857448e-6
4.980367,443,7.45634e-4
4.980367,510,8.88186e-4
4.980367,683,8.045666e-6
4.999186,443,7.496299e-4
4.999186,510,8.899012e-4
4.999186,683,1.024048e-5
5.016042,443,7.459246e-4
5.016042,510,8.829081e-4
5.016042,683,9.398636e-6
5.033668,443,7.386414e-4
5.033668,510,8.884617e-4
5.033668,683,9.18216e-6
5.050143,443,7.361894e-4
5.050143,510,8.868794e-4
5.050143,683,6.770867e-6
5.068468,443,7.518274e-4
5.068468,510,8.797841e-4
5.068468,683,1.02946e-5
5.091308,443,7.493029e-4
5.091308,510,8.841433e-4
5.091308,683,6.728774e-6
5.113589,443,7.371884e-4
5.113589,510,8.847762e-4
5.113589,683,8.821369e-6
5.134683,443,7.388957e-4
5.134683,510,8.72842e-4
5.134683,683,8.59888e-6
5.155073,443,7.439267e-4
5.155073,510,8.809887e-4
5.155073,683,7.342121e-6
5.174963,443,7.360624e-4
5.174963,510,8.867262e-4
5.174963,683,9.897733e-6
5.193699,443,7.434e-4
5.193699,510,8.847151e-4
5.193699,683,2.958496e-6
5.210163,443,7.416019e-4
5.210163,510,8.803149e-4
5.210163,683,9.981917e-6
5.22656,443,7.424555e-4
5.22656,510,8.753228e-4
5.22656,683,9.597073e-6
5.2445,443,7.308495e-4
5.2445,510,8.753535e-4
5.2445,683,2.224885e-6
5.266772,443,7.388956e-4
5.266772,510,8.761906e-4
5.266772,683,5.466001e-6
5.289185,443,7.265087e-4
5.289185,510,8.740876e-4
5.289185,683,7.348134e-6
5.309442,443,7.342278e-4
5.309442,510,8.677579e-4
5.309442,683,7.582649e-6
5.326622,443,7.346456e-4
5.326622,510,8.665942e-4
5.326622,683,5.796728e-6
5.345111,443,7.28561e-4
5.345111,510,8.729952e-4
5.345111,683,9.079937e-6
5.363867,443,7.237298e-4
5.363867,510,8.640522e-4
5.363867,683,8.707118e-6
5.381312,443,7.245834e-4
5.381312,510,8.70545e-4
5.381312,683,7.005382e-6
5.398198,443,7.264542e-4
5.398198,510,8.72352e-4
5.398198,683,9.476807e-6
5.414558,443,7.280707e-4
5.414558,510,8.620818e-4
5.414558,683,1.870106e-6
5.432429,443,7.295056e-4
5.432429,510,8.67462e-4
5.432429,683,8.250116e-6
5.45151,443,7.276166e-4
5.45151,510,8.681766e-4
5.45151,683,6.349942e-6
5.470654,443,7.199883e-4
5.470654,510,8.647974e-4
5.470654,683,8.009587e-6
5.490784,443,7.212051e-4
5.490784,510,8.653589e-4
5.490784,683,8.226061e-6
5.508783,443,7.225855e-4
5.508783,510,8.641849e-4
5.508783,683,4.191202e-6
5.526901,443,7.194615e-4
5.526901,510,8.666044e-4
5.526901,683,8.153904e-6
5.543811,443,7.143214e-4
5.543811,510,8.601421e-4
5.543811,683,6.277785e-6
5.560758,443,7.156474e-4
5.560758,510,8.615407e-4
5.560758,683,3.535763e-6
5.575014,443,7.147756e-4
5.575014,510,8.57059e-4
5.575014,683,6.879104e-6
5.589142,443,7.155384e-4
5.589142,510,8.57253e-4
5.589142,683,5.526133e-6
5.608547,443,7.169914e-4
5.608547,510,8.553643e-4
5.608547,683,8.31626e-6
5.630173,443,7.145031e-4
5.630173,510,8.554664e-4
5.630173,683,7.636767e-6
5.650516,443,7.088545e-4
5.650516,510,8.519138e-4
5.650516,683,9.272359e-6
5.673909,443,7.010445e-4
5.673909,510,8.591008e-4
5.673909,683,9.789494e-6
5.693795,443,7.116516e-4
5.693795,510,8.535676e-4
5.693795,683,4.479836e-6
5.714094,443,7.046408e-4
5.714094,510,8.527305e-4
5.714094,683,3.463605e-6
5.734277,443,7.133407e-4
5.734277,510,8.488001e-4
5.734277,683,3.367393e-6
5.755908,443,6.942517e-4
5.755908,510,8.465745e-4
5.755908,683,9.325619e-6
5.778279,443,6.987742e-4
5.778279,510,8.482487e-4
5.778279,683,9.06791e-6
5.802814,443,6.998458e-4
5.802814,510,8.464112e-4
5.802814,683,5.820781e-6
5.826921,443,6.95396e-4
5.826921,510,8.500864e-4
5.826921,683,6.752827e-6
5.850868,443,7.01317e-4
5.850868,510,8.438487e-4
5.850868,683,3.012615e-6
5.875988,443,7.035328e-4
5.875988,510,8.42981e-4
5.875988,683,6.686681e-6
5.901352,443,6.962496e-4
5.901352,510,8.488306e-4
5.901352,683,4.395652e-6
5.926339,443,6.932164e-4
5.926339,510,8.395099e-4
5.926339,683,8.328287e-6
5.950127,443,6.939429e-4
5.950127,510,8.451963e-4
5.950127,683,3.481645e-6
5.973079,443,6.928714e-4
5.973079,510,8.363145e-4
5.973079,683,4.070938e-6
5.99618,443,6.916726e-4
5.99618,510,8.333131e-4
5.99618,683,4.305453e-6
6.0232,443,6.909097e-4
6.0232,510,8.315775e-4
6.0232,683,1.122064e-5
6.052468,443,6.815741e-4
6.052468,510,8.374477e-4
6.052468,683,4.173163e-6
6.078083,443,6.761071e-4
6.078083,510,8.339358e-4
6.078083,683,8.887514e-6
6.103144,443,6.871318e-4
6.103144,510,8.251664e-4
6.103144,683,1.039683e-5
6.128667,443,6.772151e-4
6.128667,510,8.261668e-4
6.128667,683,9.669231e-6
6.15302,443,6.739276e-4
6.15302,510,8.250746e-4
6.15302,683,5.472015e-6
6.179295,443,6.752171e-4
6.179295,510,8.20797e-4
6.179295,683,5.98915e-6
6.205921,443,6.747449e-4
6.205921,510,8.213585e-4
6.205921,683,6.151507e-6
6.230993,443,6.760344e-4
6.230993,510,8.28811e-4
6.230993,683,9.079937e-6
6.257856,443,6.761253e-4
6.257856,510,8.198781e-4
6.257856,683,6.361969e-6
6.282796,443,6.79431e-4
6.282796,510,8.210113e-4
6.282796,683,5.814768e-6
6.307128,443,6.744543e-4
6.307128,510,8.193473e-4
6.307128,683,4.774484e-6
6.330921,443,6.730739e-4
6.330921,510,8.170095e-4
6.330921,683,4.491863e-6
6.354831,443,6.669532e-4
6.354831,510,8.103736e-4
6.354831,683,5.778688e-6
6.381098,443,6.665353e-4
6.381098,510,8.113027e-4
6.381098,683,5.784701e-6
6.40794,443,6.678613e-4
6.40794,510,8.140795e-4
6.40794,683,6.710735e-6
6.429077,443,6.609776e-4
6.429077,510,8.108638e-4
6.429077,683,1.011421e-5
6.451006,443,6.652822e-4
6.451006,510,8.102001e-4
6.451006,683,5.21946e-6
6.475649,443,6.596517e-4
6.475649,510,8.079746e-4
6.475649,683,8.917579e-6
6.502667,443,6.567457e-4
6.502667,510,8.105983e-4
6.502667,683,1.215268e-5
6.528474,443,6.657241e-4
6.528474,510,8.078623e-4
6.528474,683,9.128043e-6
6.552272,443,6.656065e-4
6.552272,510,8.048915e-4
6.552272,683,8.44855e-6
6.577822,443,6.511778e-4
6.577822,510,8.049425e-4
6.577822,683,8.689078e-6
6.602281,443,6.562371e-4
6.602281,510,8.071681e-4
6.602281,683,6.975316e-6
6.627327,443,6.550202e-4
6.627327,510,7.936106e-4
6.627327,683,5.345738e-6
